Dataset,Configuration,Planets,MAP BIC,ΔBIC,Convergence %,Max GR,Preferred_BIC,File
DS1,white_noise,1p,1084.06,18.589999999999918,100.0,1.001666,False,configuration_file_emcee_run_DS1_1p_white_noise.log
DS1,white_noise,2p,1065.47,0.0,100.0,1.002445,True,configuration_file_emcee_run_DS1_2p_white_noise.log
DS1,white_noise,3p,1069.95,4.480000000000018,100.0,1.008076,False,configuration_file_emcee_run_DS1_3p_white_noise.log
DS2,2_activity_indi,0p,4562.93,1.2800000000006548,66.66666666666666,1.304118,False,configuration_file_emcee_run_DS2_0p_2_activity_indi.log
DS2,2_activity_indi,1p,4572.3,10.650000000000546,76.59574468085107,1.332168,False,configuration_file_emcee_run_DS2_1p_2_activity_indi.log
DS2,2_activity_indi,2p,4561.65,0.0,86.53846153846155,1.455197,True,configuration_file_emcee_run_DS2_2p_2_activity_indi.log
DS2,2_activity_indi,3p,4578.84,17.19000000000051,85.96491228070175,1.245475,False,configuration_file_emcee_run_DS2_3p_2_activity_indi.log
DS2,4_activity_indi,0p,5301.53,0.0,64.70588235294117,1.353071,True,configuration_file_emcee_run_DS2_0p_4_activity_indi.log
DS2,4_activity_indi,1p,5359.9,58.36999999999989,31.506849315068493,1.446546,False,configuration_file_emcee_run_DS2_1p_4_activity_indi.log
DS2,4_activity_indi,2p,5365.07,63.539999999999964,14.102564102564102,1.480909,False,configuration_file_emcee_run_DS2_2p_4_activity_indi.log
DS2,4_activity_indi,3p,5393.03,91.5,12.048192771084338,1.459994,False,configuration_file_emcee_run_DS2_3p_4_activity_indi.log
DS2,5_activity_indi,0p,2527.6,2.3099999999999454,9.876543209876543,1.619998,False,configuration_file_emcee_run_DS2_0p_5_activity_indi.log
DS2,5_activity_indi,1p,2525.68,0.38999999999987267,12.790697674418606,1.532292,False,configuration_file_emcee_run_DS2_1p_5_activity_indi.log
DS2,5_activity_indi,2p,2525.29,0.0,15.384615384615385,1.523628,True,configuration_file_emcee_run_DS2_2p_5_activity_indi.log
DS2,5_activity_indi,3p,2589.32,64.0300000000002,2.083333333333333,1.529918,False,configuration_file_emcee_run_DS2_3p_5_activity_indi.log
DS2,ccfs,0p,7424.66,22.720000000000255,97.61904761904762,1.102575,False,configuration_file_emcee_run_DS2_0p_ccfs.log
DS2,ccfs,1p,7401.94,0.0,100.0,1.095817,True,configuration_file_emcee_run_DS2_1p_ccfs.log
DS2,ccfs,2p,7419.31,17.3700000000008,92.3076923076923,1.372513,False,configuration_file_emcee_run_DS2_2p_ccfs.log
DS2,ccfs,3p,7430.78,28.840000000000146,91.22807017543859,1.342884,False,configuration_file_emcee_run_DS2_3p_ccfs.log
DS2,white_noise,1p,1193.44,18.070000000000164,83.33333333333334,1.214724,False,configuration_file_emcee_run_DS2_1p_white_noise.log
DS2,white_noise,2p,1175.37,0.0,100.0,1.002294,True,configuration_file_emcee_run_DS2_2p_white_noise.log
DS2,white_noise,3p,1185.07,9.700000000000045,95.45454545454545,1.142629,False,configuration_file_emcee_run_DS2_3p_white_noise.log
DS3,2_activity_indi,0p,4516.06,0.0,100.0,1.071095,True,configuration_file_emcee_run_DS3_0p_2_activity_indi.log
DS3,2_activity_indi,1p,4526.85,10.789999999999964,93.61702127659575,1.110835,False,configuration_file_emcee_run_DS3_1p_2_activity_indi.log
DS3,2_activity_indi,2p,4540.72,24.659999999999854,86.53846153846155,1.439203,False,configuration_file_emcee_run_DS3_2p_2_activity_indi.log
DS3,2_activity_indi,3p,4554.71,38.649999999999636,87.71929824561403,1.193746,False,configuration_file_emcee_run_DS3_3p_2_activity_indi.log
DS3,4_activity_indi,0p,5264.05,25.590000000000146,69.11764705882352,1.343749,False,configuration_file_emcee_run_DS3_0p_4_activity_indi.log
DS3,4_activity_indi,1p,5272.28,33.81999999999971,42.465753424657535,1.464319,False,configuration_file_emcee_run_DS3_1p_4_activity_indi.log
DS3,4_activity_indi,2p,5238.46,0.0,44.871794871794876,1.37763,True,configuration_file_emcee_run_DS3_2p_4_activity_indi.log
DS3,4_activity_indi,3p,5251.7,13.239999999999782,24.096385542168676,1.3522,False,configuration_file_emcee_run_DS3_3p_4_activity_indi.log
DS3,5_activity_indi,0p,2454.51,4.450000000000273,33.33333333333333,1.420351,False,configuration_file_emcee_run_DS3_0p_5_activity_indi.log
DS3,5_activity_indi,1p,2450.06,0.0,12.790697674418606,1.428128,True,configuration_file_emcee_run_DS3_1p_5_activity_indi.log
DS3,5_activity_indi,2p,2498.42,48.36000000000013,5.4945054945054945,1.472027,False,configuration_file_emcee_run_DS3_2p_5_activity_indi.log
DS3,5_activity_indi,3p,2469.29,19.230000000000018,13.541666666666666,1.384111,False,configuration_file_emcee_run_DS3_3p_5_activity_indi.log
DS3,ccfs,0p,7428.71,0.0,100.0,1.089665,True,configuration_file_emcee_run_DS3_0p_ccfs.log
DS3,ccfs,1p,7428.85,0.14000000000032742,100.0,1.085956,False,configuration_file_emcee_run_DS3_1p_ccfs.log
DS3,ccfs,2p,7443.83,15.11999999999989,96.15384615384616,1.167901,False,configuration_file_emcee_run_DS3_2p_ccfs.log
DS3,ccfs,3p,7459.8,31.090000000000146,89.47368421052632,1.272298,False,configuration_file_emcee_run_DS3_3p_ccfs.log
DS3,white_noise,1p,1206.92,16.75,100.0,1.001417,False,configuration_file_emcee_run_DS3_1p_white_noise.log
DS3,white_noise,2p,1202.0,11.829999999999927,100.0,1.002416,False,configuration_file_emcee_run_DS3_2p_white_noise.log
DS3,white_noise,3p,1190.17,0.0,100.0,1.003821,True,configuration_file_emcee_run_DS3_3p_white_noise.log
DS4,2_activity_indi,0p,3926.34,1.0799999999999272,88.09523809523809,1.140004,False,configuration_file_emcee_run_DS4_0p_2_activity_indi.log
DS4,2_activity_indi,1p,3925.26,0.0,89.36170212765957,1.110426,True,configuration_file_emcee_run_DS4_1p_2_activity_indi.log
DS4,2_activity_indi,2p,3940.04,14.779999999999745,88.46153846153845,1.124023,False,configuration_file_emcee_run_DS4_2p_2_activity_indi.log
DS4,2_activity_indi,3p,3962.93,37.66999999999962,84.21052631578947,1.194662,False,configuration_file_emcee_run_DS4_3p_2_activity_indi.log
DS4,4_activity_indi,0p,4562.66,1.7200000000002547,39.705882352941174,1.395729,False,configuration_file_emcee_run_DS4_0p_4_activity_indi.log
DS4,4_activity_indi,1p,4560.94,0.0,43.83561643835616,1.296071,True,configuration_file_emcee_run_DS4_1p_4_activity_indi.log
DS4,4_activity_indi,2p,4575.09,14.150000000000546,43.58974358974359,1.294721,False,configuration_file_emcee_run_DS4_2p_4_activity_indi.log
DS4,4_activity_indi,3p,4576.44,15.5,26.506024096385545,1.295733,False,configuration_file_emcee_run_DS4_3p_4_activity_indi.log
DS4,5_activity_indi,0p,2162.05,0.0,22.22222222222222,1.341853,True,configuration_file_emcee_run_DS4_0p_5_activity_indi.log
DS4,5_activity_indi,1p,2168.26,6.210000000000036,24.418604651162788,1.305565,False,configuration_file_emcee_run_DS4_1p_5_activity_indi.log
DS4,5_activity_indi,2p,2172.15,10.099999999999909,38.46153846153847,1.201291,False,configuration_file_emcee_run_DS4_2p_5_activity_indi.log
DS4,5_activity_indi,3p,2192.42,30.36999999999989,36.45833333333333,1.205907,False,configuration_file_emcee_run_DS4_3p_5_activity_indi.log
DS4,ccfs,0p,6368.75,0.0,100.0,1.09052,True,configuration_file_emcee_run_DS4_0p_ccfs.log
DS4,ccfs,1p,6374.55,5.800000000000182,85.1063829787234,1.10995,False,configuration_file_emcee_run_DS4_1p_ccfs.log
DS4,ccfs,2p,6393.56,24.8100000000004,78.84615384615384,1.26232,False,configuration_file_emcee_run_DS4_2p_ccfs.log
DS4,ccfs,3p,6410.3,41.55000000000018,77.19298245614034,1.215841,False,configuration_file_emcee_run_DS4_3p_ccfs.log
DS4,white_noise,1p,1065.74,37.65000000000009,100.0,1.001429,False,configuration_file_emcee_run_DS4_1p_white_noise.log
DS4,white_noise,2p,1030.82,2.730000000000018,100.0,1.002497,False,configuration_file_emcee_run_DS4_2p_white_noise.log
DS4,white_noise,3p,1028.09,0.0,90.9090909090909,1.204406,True,configuration_file_emcee_run_DS4_3p_white_noise.log
DS5,2_activity_indi,0p,3969.21,25.800000000000182,83.33333333333334,1.244107,False,configuration_file_emcee_run_DS5_0p_2_activity_indi.log
DS5,2_activity_indi,1p,3943.41,0.0,87.2340425531915,1.141475,True,configuration_file_emcee_run_DS5_1p_2_activity_indi.log
DS5,2_activity_indi,2p,3990.78,47.370000000000346,63.46153846153846,1.344894,False,configuration_file_emcee_run_DS5_2p_2_activity_indi.log
DS5,2_activity_indi,3p,3994.15,50.74000000000024,73.68421052631578,1.397258,False,configuration_file_emcee_run_DS5_3p_2_activity_indi.log
DS5,4_activity_indi,0p,4569.5,0.0,33.82352941176471,1.389385,True,configuration_file_emcee_run_DS5_0p_4_activity_indi.log
DS5,4_activity_indi,1p,4588.54,19.039999999999964,13.698630136986301,1.441525,False,configuration_file_emcee_run_DS5_1p_4_activity_indi.log
DS5,4_activity_indi,2p,4602.26,32.76000000000022,14.102564102564102,1.41923,False,configuration_file_emcee_run_DS5_2p_4_activity_indi.log
DS5,4_activity_indi,3p,4631.45,61.94999999999982,12.048192771084338,1.443529,False,configuration_file_emcee_run_DS5_3p_4_activity_indi.log
DS5,5_activity_indi,0p,2145.92,0.0,25.925925925925924,1.408114,True,configuration_file_emcee_run_DS5_0p_5_activity_indi.log
DS5,5_activity_indi,1p,2178.94,33.01999999999998,12.790697674418606,1.409659,False,configuration_file_emcee_run_DS5_1p_5_activity_indi.log
DS5,5_activity_indi,2p,2196.47,50.54999999999973,10.989010989010989,1.484624,False,configuration_file_emcee_run_DS5_2p_5_activity_indi.log
DS5,5_activity_indi,3p,2225.26,79.34000000000015,7.291666666666667,1.432373,False,configuration_file_emcee_run_DS5_3p_5_activity_indi.log
DS5,ccfs,0p,6417.24,4.599999999999454,88.09523809523809,1.143657,False,configuration_file_emcee_run_DS5_0p_ccfs.log
DS5,ccfs,1p,6412.64,0.0,89.36170212765957,1.149223,True,configuration_file_emcee_run_DS5_1p_ccfs.log
DS5,ccfs,2p,6435.85,23.210000000000036,71.15384615384616,1.170906,False,configuration_file_emcee_run_DS5_2p_ccfs.log
DS5,ccfs,3p,6448.41,35.76999999999953,80.7017543859649,1.259117,False,configuration_file_emcee_run_DS5_3p_ccfs.log
DS5,white_noise,1p,1094.25,51.0,100.0,1.001103,False,configuration_file_emcee_run_DS5_1p_white_noise.log
DS5,white_noise,2p,1075.86,32.6099999999999,100.0,1.002943,False,configuration_file_emcee_run_DS5_2p_white_noise.log
DS5,white_noise,3p,1043.25,0.0,100.0,1.005947,True,configuration_file_emcee_run_DS5_3p_white_noise.log
DS6,2_activity_indi,0p,4426.17,0.0,76.19047619047619,1.21214,True,configuration_file_emcee_run_DS6_0p_2_activity_indi.log
DS6,2_activity_indi,1p,4462.24,36.06999999999971,76.59574468085107,1.325524,False,configuration_file_emcee_run_DS6_1p_2_activity_indi.log
DS6,2_activity_indi,2p,4470.57,44.399999999999636,75.0,1.322416,False,configuration_file_emcee_run_DS6_2p_2_activity_indi.log
DS6,2_activity_indi,3p,4486.81,60.64000000000033,33.33333333333333,1.41966,False,configuration_file_emcee_run_DS6_3p_2_activity_indi.log
DS6,4_activity_indi,0p,5104.97,10.280000000000655,67.64705882352942,1.28442,False,configuration_file_emcee_run_DS6_0p_4_activity_indi.log
DS6,4_activity_indi,1p,5094.69,0.0,26.027397260273972,1.454134,True,configuration_file_emcee_run_DS6_1p_4_activity_indi.log
DS6,4_activity_indi,2p,5152.96,58.27000000000044,11.538461538461538,1.403336,False,configuration_file_emcee_run_DS6_2p_4_activity_indi.log
DS6,4_activity_indi,3p,5137.57,42.88000000000011,12.048192771084338,1.3727,False,configuration_file_emcee_run_DS6_3p_4_activity_indi.log
DS6,5_activity_indi,0p,2301.42,18.559999999999945,19.753086419753085,1.540306,False,configuration_file_emcee_run_DS6_0p_5_activity_indi.log
DS6,5_activity_indi,1p,2282.86,0.0,16.27906976744186,1.456291,True,configuration_file_emcee_run_DS6_1p_5_activity_indi.log
DS6,5_activity_indi,2p,2318.63,35.76999999999998,9.89010989010989,1.379814,False,configuration_file_emcee_run_DS6_2p_5_activity_indi.log
DS6,5_activity_indi,3p,2319.2,36.33999999999969,14.583333333333334,1.386457,False,configuration_file_emcee_run_DS6_3p_5_activity_indi.log
DS6,ccfs,0p,7242.58,28.11999999999989,85.71428571428571,1.169345,False,configuration_file_emcee_run_DS6_0p_ccfs.log
DS6,ccfs,1p,7214.46,0.0,89.36170212765957,1.181013,True,configuration_file_emcee_run_DS6_1p_ccfs.log
DS6,ccfs,2p,7234.68,20.220000000000255,73.07692307692307,1.324667,False,configuration_file_emcee_run_DS6_2p_ccfs.log
DS6,ccfs,3p,7268.44,53.97999999999956,70.17543859649122,1.386148,False,configuration_file_emcee_run_DS6_3p_ccfs.log
DS6,white_noise,1p,1224.96,100.99000000000001,100.0,1.001492,False,configuration_file_emcee_run_DS6_1p_white_noise.log
DS6,white_noise,2p,1123.97,0.0,100.0,1.003005,True,configuration_file_emcee_run_DS6_2p_white_noise.log
DS6,white_noise,3p,1124.95,0.9800000000000182,100.0,1.005034,False,configuration_file_emcee_run_DS6_3p_white_noise.log
DS7,2_activity_indi,0p,4047.52,19.9699999999998,85.71428571428571,1.12513,False,configuration_file_emcee_run_DS7_0p_2_activity_indi.log
DS7,2_activity_indi,1p,4027.55,0.0,97.87234042553192,1.100865,True,configuration_file_emcee_run_DS7_1p_2_activity_indi.log
DS7,2_activity_indi,2p,4066.28,38.73000000000002,67.3076923076923,1.365771,False,configuration_file_emcee_run_DS7_2p_2_activity_indi.log
DS7,2_activity_indi,3p,4054.17,26.61999999999989,66.66666666666666,1.479061,False,configuration_file_emcee_run_DS7_3p_2_activity_indi.log
DS7,4_activity_indi,0p,4746.11,73.5,19.11764705882353,1.496798,False,configuration_file_emcee_run_DS7_0p_4_activity_indi.log
DS7,4_activity_indi,1p,4672.61,0.0,67.12328767123287,1.296539,True,configuration_file_emcee_run_DS7_1p_4_activity_indi.log
DS7,4_activity_indi,2p,4700.83,28.220000000000255,24.358974358974358,1.379482,False,configuration_file_emcee_run_DS7_2p_4_activity_indi.log
DS7,4_activity_indi,3p,4699.68,27.07000000000062,53.01204819277109,1.325643,False,configuration_file_emcee_run_DS7_3p_4_activity_indi.log
DS7,5_activity_indi,0p,2194.32,52.289999999999964,14.814814814814813,1.388126,False,configuration_file_emcee_run_DS7_0p_5_activity_indi.log
DS7,5_activity_indi,1p,2207.33,65.29999999999973,10.465116279069768,1.409657,False,configuration_file_emcee_run_DS7_1p_5_activity_indi.log
DS7,5_activity_indi,2p,2142.03,0.0,10.989010989010989,1.423432,True,configuration_file_emcee_run_DS7_2p_5_activity_indi.log
DS7,5_activity_indi,3p,2159.1,17.06999999999971,23.958333333333336,1.390516,False,configuration_file_emcee_run_DS7_3p_5_activity_indi.log
DS7,ccfs,0p,6592.41,29.75,61.904761904761905,1.290346,False,configuration_file_emcee_run_DS7_0p_ccfs.log
DS7,ccfs,1p,6569.15,6.489999999999782,93.61702127659575,1.116422,False,configuration_file_emcee_run_DS7_1p_ccfs.log
DS7,ccfs,2p,6568.34,5.680000000000291,96.15384615384616,1.110833,False,configuration_file_emcee_run_DS7_2p_ccfs.log
DS7,ccfs,3p,6562.66,0.0,92.98245614035088,1.140056,True,configuration_file_emcee_run_DS7_3p_ccfs.log
DS7,white_noise,1p,1102.38,48.5,100.0,1.00135,False,configuration_file_emcee_run_DS7_1p_white_noise.log
DS7,white_noise,2p,1061.99,8.1099999999999,100.0,1.003037,False,configuration_file_emcee_run_DS7_2p_white_noise.log
DS7,white_noise,3p,1053.88,0.0,100.0,1.003828,True,configuration_file_emcee_run_DS7_3p_white_noise.log
DS8,2_activity_indi,0p,4492.98,8.039999999999964,90.47619047619048,1.103792,False,configuration_file_emcee_run_DS8_0p_2_activity_indi.log
DS8,2_activity_indi,1p,4493.72,8.780000000000655,87.2340425531915,1.137971,False,configuration_file_emcee_run_DS8_1p_2_activity_indi.log
DS8,2_activity_indi,2p,4484.94,0.0,100.0,1.092974,True,configuration_file_emcee_run_DS8_2p_2_activity_indi.log
DS8,2_activity_indi,3p,4489.21,4.270000000000437,89.47368421052632,1.139113,False,configuration_file_emcee_run_DS8_3p_2_activity_indi.log
DS8,4_activity_indi,0p,5245.96,13.220000000000255,54.41176470588235,1.339381,False,configuration_file_emcee_run_DS8_0p_4_activity_indi.log
DS8,4_activity_indi,1p,5232.74,0.0,63.013698630136986,1.31322,True,configuration_file_emcee_run_DS8_1p_4_activity_indi.log
DS8,4_activity_indi,2p,5240.78,8.039999999999964,47.43589743589743,1.310896,False,configuration_file_emcee_run_DS8_2p_4_activity_indi.log
DS8,4_activity_indi,3p,5252.35,19.610000000000582,13.253012048192772,1.387556,False,configuration_file_emcee_run_DS8_3p_4_activity_indi.log
DS8,5_activity_indi,0p,2425.48,21.420000000000073,27.160493827160494,1.321241,False,configuration_file_emcee_run_DS8_0p_5_activity_indi.log
DS8,5_activity_indi,1p,2404.06,0.0,11.627906976744185,1.521513,True,configuration_file_emcee_run_DS8_1p_5_activity_indi.log
DS8,5_activity_indi,2p,2409.5,5.440000000000055,19.78021978021978,1.369036,False,configuration_file_emcee_run_DS8_2p_5_activity_indi.log
DS8,5_activity_indi,3p,2412.91,8.849999999999909,14.583333333333334,1.363995,False,configuration_file_emcee_run_DS8_3p_5_activity_indi.log
DS8,ccfs,0p,7431.65,0.0,100.0,1.082219,True,configuration_file_emcee_run_DS8_0p_ccfs.log
DS8,ccfs,1p,7437.42,5.770000000000437,91.48936170212765,1.106411,False,configuration_file_emcee_run_DS8_1p_ccfs.log
DS8,ccfs,2p,7432.48,0.8299999999999272,90.38461538461539,1.115763,False,configuration_file_emcee_run_DS8_2p_ccfs.log
DS8,ccfs,3p,7436.31,4.660000000000764,89.47368421052632,1.20866,False,configuration_file_emcee_run_DS8_3p_ccfs.log
DS8,white_noise,1p,1288.95,43.86000000000013,100.0,1.001207,False,configuration_file_emcee_run_DS8_1p_white_noise.log
DS8,white_noise,2p,1282.21,37.12000000000012,100.0,1.003136,False,configuration_file_emcee_run_DS8_2p_white_noise.log
DS8,white_noise,3p,1245.09,0.0,100.0,1.057661,True,configuration_file_emcee_run_DS8_3p_white_noise.log
DS9,2_activity_indi,0p,3486.98,46.2199999999998,50.0,1.29557,False,configuration_file_emcee_run_DS9_0p_2_activity_indi.log
DS9,2_activity_indi,1p,3457.58,16.81999999999971,65.95744680851064,1.32732,False,configuration_file_emcee_run_DS9_1p_2_activity_indi.log
DS9,2_activity_indi,2p,3440.76,0.0,84.61538461538461,1.19941,True,configuration_file_emcee_run_DS9_2p_2_activity_indi.log
DS9,2_activity_indi,3p,3459.45,18.6899999999996,68.42105263157895,1.312491,False,configuration_file_emcee_run_DS9_3p_2_activity_indi.log
DS9,4_activity_indi,0p,4149.7,80.34999999999991,22.058823529411764,1.457955,False,configuration_file_emcee_run_DS9_0p_4_activity_indi.log
DS9,4_activity_indi,1p,4075.97,6.619999999999891,34.24657534246575,1.453322,False,configuration_file_emcee_run_DS9_1p_4_activity_indi.log
DS9,4_activity_indi,2p,4090.61,21.26000000000022,33.33333333333333,1.395822,False,configuration_file_emcee_run_DS9_2p_4_activity_indi.log
DS9,4_activity_indi,3p,4069.35,0.0,16.867469879518072,1.364394,True,configuration_file_emcee_run_DS9_3p_4_activity_indi.log
DS9,5_activity_indi,0p,2048.96,73.04999999999995,7.4074074074074066,1.563756,False,configuration_file_emcee_run_DS9_0p_5_activity_indi.log
DS9,5_activity_indi,1p,1995.01,19.09999999999991,17.441860465116278,1.386774,False,configuration_file_emcee_run_DS9_1p_5_activity_indi.log
DS9,5_activity_indi,2p,1975.91,0.0,13.186813186813188,1.453042,True,configuration_file_emcee_run_DS9_2p_5_activity_indi.log
DS9,5_activity_indi,3p,2000.58,24.669999999999845,17.708333333333336,1.339607,False,configuration_file_emcee_run_DS9_3p_5_activity_indi.log
DS9,ccfs,0p,5629.73,50.04999999999927,83.33333333333334,1.158051,False,configuration_file_emcee_run_DS9_0p_ccfs.log
DS9,ccfs,1p,5585.73,6.049999999999272,80.85106382978722,1.1769,False,configuration_file_emcee_run_DS9_1p_ccfs.log
DS9,ccfs,2p,5579.68,0.0,88.46153846153845,1.146075,True,configuration_file_emcee_run_DS9_2p_ccfs.log
DS9,ccfs,3p,5607.0,27.31999999999971,71.9298245614035,1.195101,False,configuration_file_emcee_run_DS9_3p_ccfs.log
DS9,white_noise,1p,915.41,15.100000000000023,100.0,1.00143,False,configuration_file_emcee_run_DS9_1p_white_noise.log
DS9,white_noise,2p,901.99,1.6800000000000637,88.23529411764706,1.331831,False,configuration_file_emcee_run_DS9_2p_white_noise.log
DS9,white_noise,3p,900.31,0.0,86.36363636363636,1.25087,True,configuration_file_emcee_run_DS9_3p_white_noise.log
